code,name,listed_date
1101,台泥,1962/02/09
1102,亞泥,1962/06/08
1103,嘉泥,1969/11/14
1104,環泥,1971/02/01
1108,幸福,1990/06/06
1109,信大,1991/12/05
1110,東泥,1994/10/22
1201,味全,1962/02/09
1203,味王,1964/08/24
1210,大成,1978/05/20
1213,大飲,1981/04/10
1215,卜蜂,1987/07/27
1216,統一,1987/12/28
1217,愛之味,1989/10/28
1218,泰山,1989/11/11
1219,福壽,1990/12/01
1220,台榮,1991/11/20
1225,福懋油,1993/09/27
1227,佳格,1994/04/09
1229,聯華,1976/07/19
1231,聯華食,1995/11/02
1232,大統益,1996/02/09
1233,天仁,1999/01/20
1234,黑松,1999/03/12
1235,興泰,2000/09/11
1236,宏亞,2001/09/17
1256,鮮活果汁-KY,2016/03/17
1301,台塑,1964/07/27
1303,南亞,1967/11/05
1304,台聚,1972/05/20
1305,華夏,1973/03/05
1307,三芳,1985/11/23
1308,亞聚,1986/06/20
1309,台達化,1986/06/27
1310,台苯,1987/08/06
1312,國喬,1988/12/21
1313,聯成,1989/03/27
1314,中石化,1991/07/12
1315,達新,1992/05/09
1316,上曜,1992/10/15
1319,東陽,1994/12/12
1321,大洋,1999/01/26
1323,永裕,2000/09/11
1324,地球,2000/09/11
1325,恆大,2000/09/11
1326,台化,1984/12/20
1337,再生-KY,2011/07/01
1338,廣華-KY,2012/12/19
1339,昭輝,2012/04/24
1340,勝悅-KY,2013/12/06
1341,富林-KY,2018/12/24
1342,八貫,2020/11/24
1402,遠東新,1967/04/14
1409,新纖,1973/08/31
1410,南染,1973/10/18
1413,宏洲,1975/12/23
1414,東和,1976/02/02
1416,廣豐,1976/04/20
1417,嘉裕,1976/12/28
1418,東華,1977/02/14
1419,新紡,1977/03/14
1423,利華,1979/04/02
1432,大魯閣,1982/07/26
1434,福懋,1985/12/24
1435,中福,1987/12/28
1436,華友聯,1988/04/11
1437,勤益控,1988/11/10
1438,三地開發,1988/12/15
1439,中和,1989/05/22
1440,南紡,1989/10/03
1441,大東,1989/10/27
1442,名軒,1989/11/16
1443,立益,1990/04/21
1444,力麗,1990/08/08
1445,大宇,1991/02/05
1446,宏和,1991/10/15
1447,力鵬,1992/01/28
1449,佳和,1992/03/12
1451,年興,1992/12/21
1452,宏益,1992/12/28
1453,大將,1993/04/19
1454,台富,1993/05/07
1455,集盛,1993/10/07
1456,怡華,1993/12/09
1457,宜進,1994/10/20
1459,聯發,1994/10/26
1460,宏遠,1995/04/28
1463,強盛,1996/12/05
1464,得力,1997/01/18
1465,偉全,1997/09/08
1466,聚隆,1998/04/04
1467,南緯,1998/12/21
1468,昶和,1999/01/21
1470,大統新創,1999/05/21
1471,首利,2000/03/06
1472,三洋實業,2000/09/11
1473,台南,2000/09/11
1474,弘裕,2000/10/31
1475,業旺,2000/10/27
1476,儒鴻,2001/04/18
1477,聚陽,2003/01/21
1503,士電,1969/12/15
1504,東元,1973/11/05
1506,正道,1980/08/11
1507,永大,1989/11/09
1512,瑞利,1994/01/28
1513,中興電,1994/03/08
1514,亞力,1994/03/26
1515,力山,1995/02/04
1516,川飛,1995/04/01
1517,利奇,1995/11/14
1519,華城,1997/04/16
1521,大億,1997/10/06
1522,堤維西,1997/10/06
1524,耿鼎,1998/10/30
1525,江申,1999/05/15
1526,日馳,2000/03/27
1527,鑽全,2000/06/21
1528,恩德,2000/09/11
1529,樂士,2000/09/11
1530,亞崴,2000/09/11
1531,高林股,2000/09/11
1532,勤美,2000/09/11
1533,車王電,2001/04/06
1535,中宇,2001/09/17
1536,和大,2001/09/17
1537,廣隆,2002/01/22
1538,正峰,2002/08/26
1539,巨庭,2002/10/29
1540,喬福,2002/08/26
1541,錩泰,2003/03/19
1558,伸興,2014/12/23
1560,中砂,2005/01/31
1568,倉佑,2014/05/14
1582,信錦,2009/12/17
1583,程泰,2008/01/24
1587,吉茂,2018/04/16
1589,永冠-KY,2012/04/27
1590,亞德客-KY,2010/12/13
1597,直得,2020/12/23
1598,岱宇,2016/09/20
1603,華電,1968/06/03
1604,聲寶,1970/12/14
1605,華新,1972/11/03
1608,華榮,1988/07/11
1609,大亞,1988/12/12
1611,中電,1990/01/16
1612,宏泰,1993/05/08
1614,三洋電,1997/09/18
1615,大山,2000/03/30
1616,億泰,2000/09/11
1617,榮星,2000/09/11
1618,合機,2000/09/11
1626,艾美特-KY,2013/03/21
1701,中化,1962/02/09
1702,南僑,1973/05/30
1707,葡萄王,1982/12/20
1708,東鹼,1986/06/16
1709,和益,1986/07/03
1710,東聯,1987/10/21
1711,永光,1988/12/27
1712,興農,1989/12/14
1713,國化,1990/01/31
1714,和桐,1991/08/30
1717,長興,1994/03/31
1718,中纖,1963/12/02
1720,生達,1995/12/12
1721,三晃,1996/05/16
1722,台肥,1998/03/24
1723,中碳,1998/11/27
1725,元禎,2000/09/11
1726,永記,2000/09/11
1727,中華化,2000/09/11
1730,花仙子,2001/09/17
1731,美吾華,2001/09/17
1732,毛寶,2001/09/17
1733,五鼎,2001/09/17
1734,杏輝,2002/08/26
1735,日勝化,2002/08/26
1736,喬山,2003/01/09
1737,臺鹽,2003/11/18
1752,南光,2022/01/19
1760,寶齡富錦,2018/01/23
1762,中化生,2010/12/20
1773,勝一,2009/02/27
1776,展宇,2016/05/09
1783,和康生,2013/12/20
1786,科妍,2013/11/12
1789,神隆,2011/09/29
1795,美時,2019/12/16
1802,台玻,1973/07/20
1805,寶徠,1989/10/20
1806,冠軍,1992/09/29
1808,潤隆,1994/10/26
1809,中釉,1996/04/30
1810,和成,1991/10/14
1817,凱撒衛,2013/10/24
1903,士紙,1963/12/09
1904,正隆,1971/09/10
1905,華紙,1975/02/07
1906,寶隆,1976/04/26
1907,永豐餘,1977/02/22
1909,榮成,1985/11/19
2002,中鋼,1974/12/26
2006,東和鋼鐵,1988/07/13
2007,燁興,1988/10/04
2008,高興昌,1988/12/28
2009,第一銅,1989/10/20
2010,春源,1989/12/22
2012,春雨,1991/10/17
2013,中鋼構,1992/01/21
2014,中鴻,1992/02/20
2015,豐興,1992/05/25
2017,官田鋼,1992/11/02
2020,美亞,1993/04/27
2022,聚亨,1995/03/27
2023,燁輝,1995/07/28
2024,志聯,1995/12/30
2025,千興,1996/02/08
2027,大成鋼,1996/10/24
2028,威致,1996/12/13
2029,盛餘,1997/01/11
2030,彰源,1998/12/24
2031,新光鋼,2000/09/11
2032,新鋼,2000/09/11
2033,佳大,2000/09/11
2034,允強,2001/09/17
2038,海光,2008/12/30
2049,上銀,2009/06/26
2059,川湖,2008/06/25
2062,橋椿,2007/11/16
2069,運錩,2016/03/22
2101,南港,1963/11/01
2102,泰豐,1979/07/16
2103,台橡,1982/09/25
2104,國際中橡,1986/07/15
2105,正新,1987/12/07
2106,建大,1990/12/20
2107,厚生,1992/03/03
2108,南帝,1992/10/27
2109,華豐,2000/05/08
2114,鑫永銓,2010/12/29
2115,六暉-KY,2013/12/25
2201,裕隆,1976/07/08
2204,中華,1991/03/12
2206,三陽工業,1996/07/29
2207,和泰車,1997/02/25
2208,台船,2008/12/22
2211,長榮鋼,2021/04/12
2227,裕日車,2004/12/21
2228,劍麟,2013/11/25
2231,為升,2010/11/19
2233,宇隆,2019/09/17
2236,百達-KY,2015/06/03
2239,英利-KY,2016/01/27
2241,艾姆勒,2020/08/26
2243,宏旭-KY,2017/09/27
2247,汎德永業,2020/10/12
2250,IKKA-KY,2021/05/31
2301,光寶科,1995/11/17
2302,麗正,1985/01/15
2303,聯電,1985/07/16
2305,全友,1988/10/21
2308,台達電,1988/12/19
2312,金寶,1989/11/07
2313,華通,1990/07/24
2314,台揚,1990/08/08
2316,楠梓電,1991/02/05
2317,鴻海,1991/06/18
2321,東訊,1991/11/08
2323,中環,1992/02/17
2324,仁寶,1992/02/18
2327,國巨,1993/10/22
2328,廣宇,1993/11/09
2329,華泰,1994/04/20
2330,台積電,1994/09/05
2331,精英,1994/09/21
2332,友訊,1994/10/17
2337,旺宏,1995/03/15
2338,光罩,1995/04/17
2340,台亞,1995/05/02
2342,茂矽,1995/09/19
2344,華邦電,1995/10/18
2345,智邦,1995/11/15
2347,聯強,1995/12/13
2348,海悅,1996/01/05
2349,錸德,1996/04/23
2351,順德,1996/04/25
2352,佳世達,1996/07/22
2353,宏碁,1996/09/18
2354,鴻準,1996/10/08
2355,敬鵬,1996/10/14
2356,英業達,1996/11/13
2357,華碩,1996/11/14
2358,廷鑫,1996/12/18
2359,所羅門,1996/12/19
2360,致茂,1996/12/21
2362,藍天,1997/04/02
2363,矽統,1997/08/01
2364,倫飛,1997/08/11
2365,昆盈,1997/11/03
2367,燿華,1997/12/13
2368,金像電,1998/03/09
2369,菱生,1998/04/10
2371,大同,1962/02/09
2373,震旦行,1991/08/01
2374,佳能,1995/01/16
2375,凱美,1998/08/29
2376,技嘉,1998/09/24
2377,微星,1998/10/31
2379,瑞昱,1998/10/26
2380,虹光,1998/12/03
2382,廣達,1999/01/08
2383,台光電,1998/11/27
2385,群光,1999/01/05
2387,精元,1999/01/25
2388,威盛,1999/03/05
2390,云辰,1999/06/15
2392,正崴,1999/09/20
2393,億光,1999/11/04
2395,研華,1999/12/13
2397,友通,2000/01/15
2399,映泰,1999/12/16
2401,凌陽,2000/01/27
2402,毅嘉,2000/01/14
2404,漢唐,2000/03/14
2405,浩鑫,2000/03/17
2406,國碩,2000/04/29
2408,南亞科,2000/08/17
2409,友達,2000/09/08
2412,中華電,2000/10/27
2413,環科,2000/09/11
2414,精技,2000/09/11
2415,錩新,2000/09/11
2417,圓剛,2000/09/11
2419,仲琦,2000/09/11
2420,新巨,2000/09/11
2421,建準,2000/09/11
2423,固緯,2000/09/11
2424,隴華,2000/09/11
2425,承啟,2000/09/11
2426,鼎元,2000/09/11
2427,三商電,2000/09/11
2428,興勤,2000/09/11
2429,銘旺科,2000/09/11
2430,燦坤,2000/09/11
2431,聯昌,2000/09/11
2433,互盛電,2000/09/11
2434,統懋,2000/09/11
2436,偉詮電,2000/09/11
2438,翔耀,2000/09/11
2439,美律,2000/09/11
2440,太空梭,2000/11/10
2441,超豐,2000/10/26
2442,新美齊,2000/11/22
2443,昶虹,2001/01/03
2444,兆勁,2000/12/08
2449,京元電子,2001/05/09
2450,神腦,2001/05/24
2451,創見,2001/05/03
2453,凌群,2001/05/22
2454,聯發科,2001/07/23
2455,全新,2002/01/24
2457,飛宏,2001/09/17
2458,義隆,2001/09/17
2459,敦吉,2001/09/17
2460,建通,2001/09/17
2461,光群雷,2001/09/17
2462,良得電,2001/09/17
2464,盟立,2001/09/17
2465,麗臺,2001/09/19
2466,冠西電,2001/09/17
2467,志聖,2001/09/17
2468,華經,2001/09/17
2471,資通,2001/09/17
2472,立隆電,2001/09/17
2474,可成,2001/09/17
2476,鉅祥,2001/09/17
2477,美隆電,2001/09/17
2478,大毅,2001/09/17
2480,敦陽科,2001/09/17
2481,強茂,2001/09/17
2482,連宇,2001/09/17
2483,百容,2001/09/17
2484,希華,2001/09/17
2485,兆赫,2001/09/17
2486,一詮,2001/09/19
2488,漢平,2001/09/17
2489,瑞軒,2001/09/17
2491,吉祥全,2001/09/17
2492,華新科,2001/09/17
2493,揚博,2002/01/23
2495,普安,2002/03/25
2496,卓越,2002/03/08
2497,怡利電,2002/02/04
2498,宏達電,2002/03/26
2501,國建,1967/10/28
2504,國產,1978/03/14
2505,國揚,1979/11/14
2506,太設,1980/02/02
2509,全坤建,1988/05/20
2511,太子,1991/04/24
2514,龍邦,1992/09/26
2515,中工,1993/03/02
2516,新建,1993/05/25
2520,冠德,1993/10/27
2524,京城,1994/10/18
2527,宏璟,1995/03/06
2528,皇普,1995/03/10
2530,華建,1995/10/12
2534,宏盛,1996/02/12
2535,達欣工,1996/03/11
2536,宏普,1996/03/14
2537,聯上發,1996/09/06
2538,基泰,1996/11/01
2539,櫻花建,1997/07/16
2540,愛山林,1989/12/26
2542,興富發,1999/05/03
2543,皇昌,1999/10/15
2545,皇翔,2000/09/11
2546,根基,2000/09/11
2547,日勝生,2000/12/22
2548,華固,2002/08/26
2597,潤弘,2010/03/26
2601,益航,1965/11/04
2603,長榮,1987/09/21
2605,新興,1989/12/08
2606,裕民,1990/12/08
2607,榮運,1990/12/14
2608,嘉里大榮,1990/12/20
2609,陽明,1992/04/20
2610,華航,1993/02/26
2611,志信,1993/10/28
2612,中航,1994/10/20
2613,中櫃,1995/01/20
2614,東森,1995/09/23
2615,萬海,1996/05/16
2616,山隆,1997/11/08
2617,台航,1998/06/24
2618,長榮航,2001/09/17
2630,亞航,2018/02/22
2633,台灣高鐵,2016/10/27
2634,漢翔,2014/08/25
2636,台驊投控,2016/12/22
2637,慧洋-KY,2010/12/01
2642,宅配通,2013/12/12
2701,萬企,1965/03/22
2702,華園,1965/02/14
2704,國賓,1982/11/10
2705,六福,1988/12/24
2706,第一店,1991/06/25
2707,晶華,1998/03/09
2712,遠雄來,2013/12/03
2722,夏都,2012/03/14
2723,美食-KY,2010/11/22
2727,王品,2012/03/06
2731,雄獅,2013/09/24
2739,寒舍,2016/05/19
2748,雲品,2016/11/23
2753,八方雲集,2021/09/09
2801,彰銀,1962/02/15
2809,京城銀,1983/07/20
2812,台中銀,1984/05/15
2816,旺旺保,1992/05/05
2820,華票,1994/10/26
2832,台產,1997/09/30
2834,臺企銀,1998/01/03
2836,高雄銀,1998/05/18
2838,聯邦銀,1998/06/29
2841,台開,1999/01/08
2845,遠東銀,1998/11/27
2849,安泰銀,1999/09/27
2850,新產,2000/05/22
2851,中再保,2000/07/06
2852,第一保,2000/11/28
2855,統一證,2002/09/16
2867,三商壽,2012/12/18
2880,華南金,2001/12/19
2881,富邦金,2001/12/19
2882,國泰金,2001/12/31
2883,開發金,2001/12/28
2884,玉山金,2002/01/28
2885,元大金,2002/02/04
2886,兆豐金,2002/02/04
2887,台新金,2002/02/18
2888,新光金,2002/02/19
2889,國票金,2002/03/26
2890,永豐金,2002/05/09
2891,中信金,2002/05/17
2892,第一金,2003/01/02
2897,王道銀行,2017/05/05
2901,欣欣,1976/05/07
2903,遠百,1978/10/11
2904,匯僑,1983/01/05
2905,三商,1988/09/19
2906,高林,1989/12/26
2908,特力,1993/02/18
2910,統領,1996/12/30
2911,麗嬰房,1997/01/18
2912,統一超,1997/08/22
2913,農林,1962/02/09
2915,潤泰全,1977/07/20
2923,鼎固-KY,2012/12/07
2929,淘帝-KY,2013/12/30
2936,客思達-KY,2016/09/26
2939,凱羿-KY,2018/01/11
2945,三商家購,2021/11/30
3002,歐格,2002/01/23
3003,健和興,2002/02/19
3004,豐達科,2002/02/25
3005,神基,2002/02/25
3006,晶豪科,2002/03/04
3008,大立光,2002/03/11
3010,華立,2002/07/22
3011,今皓,2002/07/22
3013,晟銘電,2002/09/16
3014,聯陽,2002/10/29
3015,全漢,2002/10/16
3016,嘉晶,2002/12/24
3017,奇鋐,2002/09/27
3018,同開,2002/08/26
3019,亞光,2002/08/26
3021,鴻名,2002/08/26
3022,威強電,2002/08/26
3023,信邦,2002/08/26
3024,憶聲,2002/08/26
3025,星通,2002/08/26
3026,禾伸堂,2002/08/26
3027,盛達,2002/08/26
3028,增你強,2002/08/26
3029,零壹,2002/08/26
3030,德律,2002/10/29
3031,佰鴻,2002/08/26
3032,偉訓,2002/08/26
3033,威健,2002/08/26
3034,聯詠,2002/08/26
3035,智原,2002/08/26
3036,文曄,2002/08/26
3037,欣興,2002/08/26
3038,全台,2002/08/26
3040,遠見,2002/08/26
3041,揚智,2002/08/26
3042,晶技,2002/08/26
3043,科風,2002/08/26
3044,健鼎,2002/08/26
3045,台灣大,2002/08/26
3046,建碁,2002/08/26
3047,訊舟,2002/08/26
3048,益登,2002/10/01
3049,和鑫,2002/09/27
3050,鈺德,2002/10/29
3051,力特,2002/10/28
3052,夆典,1995/11/25
3054,立萬利,2002/11/18
3055,蔚華科,2002/12/12
3056,總太,2003/03/03
3057,喬鼎,2002/12/18
3058,立德,2002/12/09
3059,華晶科,2002/12/24
3060,銘異,2003/04/21
3062,建漢,2003/07/28
3090,日電貿,2007/12/31
3092,鴻碩,2021/05/13
3094,聯傑,2007/08/06
3130,一零四,2006/02/17
3138,耀登,2020/12/11
3149,正達,2011/11/23
3164,景岳,2010/03/22
3167,大量,2013/10/21
3189,景碩,2004/11/01
3209,全科,2008/11/26
3229,晟鈦,2009/12/31
3231,緯創,2003/08/19
3257,虹冠電,2011/03/21
3266,昇陽,2014/12/24
3296,勝德,2007/12/31
3305,昇貿,2008/07/10
3308,聯德,2008/03/12
3311,閎暉,2004/03/08
3312,弘憶股,2010/12/29
3321,同泰,2015/12/15
3338,泰碩,2013/12/13
3346,麗清,2016/12/19
3356,奇偶,2005/03/28
3376,新日興,2007/12/31
3380,明泰,2004/12/20
3383,新世紀,2007/12/10
3406,玉晶光,2005/12/20
3413,京鼎,2015/07/28
3416,融程電,2015/01/23
3419,譁裕,2008/01/21
3432,台端,2010/12/30
3437,榮創,2014/07/09
3443,創意,2006/11/03
3450,聯鈞,2006/04/12
3454,晶睿,2011/07/22
3481,群創,2006/10/24
3494,誠研,2007/12/13
3501,維熹,2007/09/20
3504,揚明光,2007/01/26
3515,華擎,2007/11/08
3518,柏騰,2007/11/28
3528,安馳,2016/05/18
3530,晶相光,2018/07/16
3532,台勝科,2007/12/10
3533,嘉澤,2007/12/10
3535,晶彩科,2008/01/31
3536,誠創,2008/04/30
3543,州巧,2020/04/15
3545,敦泰,2007/07/03
3550,聯穎,2010/11/10
3557,嘉威,2008/02/27
3563,牧德,2019/04/02
3576,聯合再生,2009/01/12
3583,辛耘,2013/03/12
3588,通嘉,2009/08/14
3591,艾笛森,2010/11/12
3592,瑞鼎,2022/01/07
3593,力銘,2009/03/16
3596,智易,2009/03/11
3605,宏致,2009/03/26
3607,谷崧,2009/10/28
3617,碩天,2009/12/23
3622,洋華,2009/03/25
3645,達邁,2011/10/05
3653,健策,2009/11/18
3661,世芯-KY,2014/10/28
3665,貿聯-KY,2011/04/21
3669,圓展,2011/08/25
3673,TPK-KY,2010/10/29
3679,新至陞,2011/10/05
3682,亞太電,2013/08/05
3686,達能,2010/07/20
3694,海華,2011/05/03
3701,大眾控,2004/08/30
3702,大聯大,2005/11/09
3703,欣陸,2010/04/08
3704,合勤控,2010/08/16
3705,永信,2011/01/03
3706,神達,2013/09/12
3708,上緯投控,2016/08/31
3711,日月光投控,2018/04/30
3712,永崴投控,2018/10/01
3714,富采,2021/01/06
4104,佳醫,2007/12/31
4106,雃博,2004/11/08
4108,懷特,2008/07/16
4119,旭富,2004/01/07
4133,亞諾法,2009/12/28
4137,麗豐-KY,2013/11/27
4141,龍燈-KY,2012/04/25
4142,國光生,2012/05/03
4148,全宇生技-KY,2017/06/08
4155,訊映,2017/12/05
4164,承業醫,2012/10/24
4190,佐登-KY,2015/10/21
4306,炎洲,2008/01/21
4414,如興,2004/09/06
4426,利勤,2011/12/16
4438,廣越,2016/10/18
4439,冠星-KY,2019/12/05
4440,宜新實業,2021/10/25
4526,東台,2003/09/15
4532,瑞智,2003/08/04
4536,拓凱,2013/10/09
4540,全球傳動,2018/08/15
4545,銘鈺,2016/01/06
4551,智伸科,2015/08/10
4552,力達-KY,2016/07/20
4555,氣立,2015/10/27
4557,永新-KY,2015/10/12
4560,強信-KY,2017/05/26
4562,穎漢,2017/08/21
4564,元翎,2019/03/07
4566,時碩工業,2018/02/05
4571,鈞興-KY,2019/09/17
4572,駐龍,2019/09/10
4576,大銀微系統,2019/09/04
4581,光隆精密-KY,2020/03/09
4720,德淵,2015/06/24
4722,國精化,2012/08/15
4737,華廣,2010/12/23
4739,康普,2017/09/08
4746,台耀,2011/03/01
4755,三福化,2013/11/27
4763,材料-KY,2015/11/09
4764,雙鍵,2018/01/04
4766,南寶,2018/11/28
4770,上品,2021/12/22
4807,日成-KY,2017/06/26
4904,遠傳,2005/08/24
4906,正文,2003/06/30
4912,聯德控股-KY,2015/05/21
4915,致伸,2012/10/05
4916,事欣科,2013/11/21
4919,新唐,2010/09/27
4927,泰鼎-KY,2015/09/08
4930,燦星網,2010/06/21
4934,太極,2010/03/10
4935,茂林-KY,2011/07/28
4938,和碩,2010/06/24
4942,嘉彰,2011/06/27
4943,康控-KY,2016/11/11
4952,凌通,2011/11/01
4956,光鋐,2011/10/24
4958,臻鼎-KY,2011/12/26
4960,誠美材,2011/10/24
4961,天鈺,2018/10/17
4967,十銓,2019/01/14
4968,立積,2015/11/13
4976,佳凌,2012/11/20
4977,眾達-KY,2013/11/20
4989,榮科,2018/06/28
4994,傳奇,2013/12/25
4999,鑫禾,2013/06/03
5007,三星,2011/09/16
5203,訊連,2004/09/27
5215,科嘉-KY,2011/12/26
5222,全訊,2021/10/25
5225,東科-KY,2012/11/05
5234,達興材料,2012/07/16
5243,乙盛-KY,2013/11/25
5244,弘凱,2022/01/19
5258,虹堡,2016/12/30
5269,祥碩,2012/12/12
5283,禾聯碩,2019/05/24
5284,jpp-KY,2017/03/09
5285,界霖,2014/02/25
5288,豐祥-KY,2014/09/25
5388,中磊,2007/12/03
5434,崇越,2003/08/25
5469,瀚宇博,2003/08/25
5471,松翰,2003/08/25
5484,慧友,2003/08/25
5515,建國,2003/10/06
5519,隆大,2014/02/10
5521,工信,2012/12/18
5522,遠雄,2007/08/06
5525,順天,2004/11/26
5531,鄉林,2005/01/31
5533,皇鼎,2008/04/30
5534,長虹,2004/05/24
5538,東明-KY,2013/12/16
5546,永固-KY,2020/05/20
5607,遠雄港,2004/12/02
5608,四維航,2003/08/25
5706,鳳凰,2011/10/21
5871,中租-KY,2011/12/13
5876,上海商銀,2018/10/19
5880,合庫金,2011/12/01
5906,台南-KY,2011/10/24
5907,大洋-KY,2012/06/06
6005,群益證,2005/11/21
6024,群益期,2017/10/16
6108,競國,2008/12/30
6112,聚碩,2003/08/04
6115,鎰勝,2004/07/19
6116,彩晶,2004/09/06
6117,迎廣,2003/08/25
6120,達運,2006/09/13
6128,上福,2003/06/16
6133,金橋,2003/08/15
6136,富爾特,2003/08/25
6139,亞翔,2003/08/25
6141,柏承,2003/10/22
6142,友勁,2003/08/04
6152,百一,2009/12/08
6153,嘉聯益,2008/01/21
6155,鈞寶,2006/08/18
6164,華興,2008/10/21
6165,浪凡,2003/08/04
6166,凌華,2004/11/08
6168,宏齊,2003/08/25
6172,互億,2004/05/24
6176,瑞儀,2007/05/15
6177,達麗,2013/08/01
6183,關貿,2011/12/01
6184,大豐電,2005/02/15
6189,豐藝,2004/05/24
6191,精成科,2007/10/19
6192,巨路,2004/09/27
6196,帆宣,2004/05/24
6197,佳必琪,2004/11/08
6201,亞弘電,2004/09/27
6202,盛群,2004/09/27
6205,詮欣,2008/01/21
6206,飛捷,2004/08/03
6209,今國光,2004/11/08
6213,聯茂,2008/01/21
6214,精誠,2010/12/30
6215,和椿,2007/12/31
6216,居易,2004/09/27
6224,聚鼎,2009/09/17
6225,天瀚,2004/09/27
6226,光鼎,2008/11/10
6230,尼得科超眾,2010/09/16
6235,華孚,2004/08/23
6239,力成,2004/11/08
6243,迅杰,2009/12/17
6251,定穎,2009/03/18
6257,矽格,2003/08/25
6269,台郡,2003/09/23
6271,同欣電,2007/11/16
6277,宏正,2003/10/30
6278,台表科,2010/08/24
6281,全國電,2005/12/08
6282,康舒,2003/09/08
6283,淳安,2008/01/21
6285,啟碁,2003/09/22
6288,聯嘉,2018/05/09
6289,華上,2003/08/28
6405,悅城,2013/11/28
6409,旭隼,2014/03/31
6412,群電,2013/11/08
6414,樺漢,2014/03/28
6415,矽力-KY,2013/12/12
6416,瑞祺電通,2018/04/16
6426,統新,2021/03/24
6431,光麗-KY,2014/12/04
6438,迅得,2021/01/19
6442,光聖,2015/07/14
6443,元晶,2015/10/01
6449,鈺邦,2014/12/09
6451,訊芯-KY,2015/01/26
6456,GIS-KY,2015/06/12
6464,台數科,2015/12/16
6477,安集,2016/06/21
6491,晶碩,2019/10/07
6504,南六,2013/05/07
6505,台塑化,2003/12/26
6515,穎崴,2021/01/20
6525,捷敏-KY,2016/04/12
6531,愛普*,2016/05/31
6533,晶心科,2017/03/14
6541,泰福-KY,2017/10/26
6552,易華電,2017/01/10
6558,興能高,2018/12/05
6573,虹揚-KY,2017/09/26
6579,研揚,2017/08/21
6581,鋼聯,2018/01/30
6582,申豐,2017/06/14
6591,動力-KY,2017/12/28
6592,和潤企業,2019/12/09
6598,ABC-KY,2020/06/09
6605,帝寶,2004/03/17
6625,必應,2018/02/07
6641,基士德-KY,2018/09/21
6655,科定,2018/11/28
6666,羅麗芬-KY,2018/11/19
6668,中揚光,2018/12/12
6669,緯穎,2019/03/27
6670,復盛應用,2018/12/18
6671,三能-KY,2018/12/11
6672,騰輝電子-KY,2019/04/17
6674,鋐寶科技,2018/11/28
6691,洋基工程,2022/01/03
6698,旭暉應材,2019/11/25
6706,惠特,2019/12/19
6715,嘉基,2019/12/12
6719,力智,2022/01/13
6743,安普新,2020/12/14
6754,匯僑設計,2020/08/25
6756,威鋒電子,2020/12/24
6768,志強-KY,2021/04/22
6770,力積電,2021/12/06
6776,展碁國際,2021/03/31
6781,AES-KY,2021/03/22
6790,永豐實,2021/09/29
6792,詠業,2021/12/08
6806,森崴能源,2021/11/15
8011,台通,2011/09/19
8016,矽創,2003/12/25
8021,尖點,2008/01/21
8028,昇陽半導體,2018/07/10
8033,雷虎,2007/06/21
8039,台虹,2009/12/17
8046,南電,2006/04/07
8070,長華*,2007/12/31
8072,陞泰,2005/08/19
8081,致新,2008/12/30
8101,華冠,2004/07/01
8103,瀚荃,2009/09/29
8104,錸寶,2019/01/17
8105,凌巨,2006/12/27
8110,華東,2007/10/31
8112,至上,2007/12/31
8114,振樺電,2012/11/26
8131,福懋科,2007/11/29
8150,南茂,2014/04/11
8163,達方,2007/11/28
8201,無敵,2007/10/29
8210,勤誠,2011/12/01
8213,志超,2009/12/25
8215,明基材,2010/11/12
8222,寶一,2015/01/27
8249,菱光,2005/05/17
8261,富鼎,2009/12/11
8271,宇瞻,2010/12/29
8341,日友,2015/03/23
8367,建新國際,2018/09/12
8374,羅昇,2008/12/25
8404,百和興業-KY,2011/05/18
8411,福貞-KY,2011/11/01
8422,可寧衛,2011/10/05
8427,基勝-KY,2011/12/06
8429,金麗-KY,2012/12/20
8442,威宏-KY,2016/11/08
8443,阿瘦,2014/09/15
8454,富邦媒,2014/12/19
8462,柏文,2019/03/15
8463,潤泰材,2015/07/13
8464,億豐,2015/12/22
8466,美吉吉-KY,2016/11/01
8467,波力-KY,2015/12/15
8473,山林水,2016/09/08
8478,東哥遊艇,2017/12/11
8480,泰昇-KY,2017/01/17
8481,政伸,2017/02/24
8482,商億-KY,2018/08/15
8488,吉源-KY,2016/12/13
8499,鼎炫-KY,2017/11/24
8926,台汽電,2003/08/25
8940,新天地,2009/05/15
8996,高力,2014/02/14
9802,鈺齊-KY,2012/10/18
9902,台火,1964/07/14
9904,寶成,1990/01/19
9905,大華,1990/08/08
9906,欣巴巴,1990/12/15
9907,統一實,1991/01/29
9908,大台北,1991/02/06
9910,豐泰,1992/02/18
9911,櫻花,1992/07/16
9912,偉聯,1992/08/08
9914,美利達,1992/09/30
9917,中保科,1993/12/08
9918,欣天然,1994/04/26
9919,康那香,1994/11/04
9921,巨大,1994/12/29
9924,福興,1995/03/15
9925,新保,1995/12/09
9926,新海,1998/04/08
9927,泰銘,1999/03/12
9928,中視,1999/08/09
9929,秋雨,1999/06/28
9930,中聯資源,1999/11/22
9931,欣高,2000/03/21
9933,中鼎,1993/05/28
9934,成霖,2000/09/11
9935,慶豐富,2000/09/11
9937,全國,2000/09/11
9938,百和,2001/01/12
9939,宏全,2001/03/02
9940,信義,2001/09/17
9941,裕融,2001/09/17
9942,茂順,2002/01/28
9943,好樂迪,2002/08/26
