code,name,listed_date
038026,臺股指凱基13購07,2021/06/30
038028,大亞富邦12購01,2021/06/30
038029,全新富邦13購01,2021/06/30
03802P,強茂元大17售05,2022/01/07
038031,玉晶光富邦13購02,2021/06/30
038032,群創富邦13購02,2021/06/30
038033,亞德客群益12購01,2021/06/30
038034,台玻群益13購01,2021/06/30
038035,台玻群益13購02,2021/06/30
038036,榮成群益13購01,2021/06/30
038037,中鋼群益13購01,2021/06/30
038038,燁輝群益13購01,2021/06/30
038039,為升群益12購01,2021/06/30
03803P,大立光元大17售11,2022/01/07
038040,聯電群益13購01,2021/06/30
038041,聯電群益13購02,2021/06/30
038042,聯電群益13購03,2021/06/30
038043,華通群益12購01,2021/06/30
038044,廣宇群益13購01,2021/06/30
038045,華邦電群益12購01,2021/06/30
038047,金像電群益12購02,2021/06/30
03804P,大立光中信17售06,2022/01/10
038050,華新科群益12購01,2021/06/30
038051,晶華群益12購01,2021/06/30
038052,健和興群益12購01,2021/06/30
038054,亞光群益12購02,2021/06/30
038056,景碩群益13購01,2021/06/30
038057,玉晶光群益13購02,2021/06/30
038058,大銀群益12購01,2021/06/30
03805P,大立光兆豐17售02,2022/01/10
038061,GIS群益12購01,2021/06/30
038062,愛普群益13購02,2021/06/30
038063,愛普群益13購03,2021/06/30
038064,惠特群益13購01,2021/06/30
038065,南電群益12購01,2021/06/30
038066,大成鋼元富13購01,2021/06/30
038067,大成鋼元富16購03,2021/06/30
038068,台積電元富13購14,2021/06/30
03806P,台灣50群益17售04,2022/01/10
038070,智邦元富12購01,2021/06/30
038073,友達元富16購02,2021/06/30
038074,全新元富12購01,2021/06/30
038076,玉晶光元富13購12,2021/06/30
038077,台郡元富12購01,2021/06/30
038078,台郡元富12購02,2021/06/30
038079,同欣電元富13購01,2021/06/30
03807P,台灣50群益17售05,2022/01/10
038080,安普新元富12購02,2021/06/30
038081,南電元富13購03,2021/06/30
038082,南電元富16購01,2021/06/30
03808P,T50正2群益17售02,2022/01/10
038093,台玻國泰13購01,2021/07/01
038094,燁輝國泰13購01,2021/07/01
038095,大成鋼中信12購01,2021/07/01
038096,鴻海中信15購01,2021/07/01
038097,鴻海中信15購02,2021/07/01
038098,台積電中信15購01,2021/07/01
038099,台積電中信15購02,2021/07/01
03809P,台積電群益17售13,2022/01/10
038102,大立光元富13購01,2021/07/01
038103,大立光元富13購02,2021/07/01
038104,亞光元富12購01,2021/07/01
038108,台表科康和12購01,2021/07/01
03810P,聯發科群益17售02,2022/01/10
038110,燁輝凱基12購03,2021/07/01
038111,允強凱基13購01,2021/07/01
038118,鼎元凱基13購01,2021/07/01
038119,大毅凱基13購01,2021/07/01
03811P,大立光群益17售10,2022/01/10
038120,榮運凱基13購03,2021/07/01
038121,榮運凱基15購01,2021/07/01
038122,聯詠凱基13購01,2021/07/01
038124,元翎凱基13購01,2021/07/01
038126,聯德凱基13購01,2021/07/01
038127,界霖凱基13購01,2021/07/01
038129,瑞祺凱基13購01,2021/07/01
03812P,創意群益17售01,2022/01/10
038132,喬山群益13購01,2021/07/01
038134,春源群益12購01,2021/07/01
038139,鴻海群益12購01,2021/07/01
03813P,臺股指群益17售21,2022/01/10
038141,台積電群益12購05,2021/07/01
038143,新唐群益12購01,2021/07/01
038145,晨訊科群益12購01,2021/07/01
038148,A50正2富邦13購01,2021/07/01
038149,台積電富邦13購05,2021/07/01
03814P,臺股指群益17售22,2022/01/10
038150,華邦電富邦13購02,2021/07/01
038151,智邦富邦13購01,2021/07/01
038152,南電富邦13購01,2021/07/01
038156,春源元大12購01,2021/07/01
038159,華通元大13購01,2021/07/01
03815P,台灣50凱基18售05,2022/01/10
038160,廣宇元大12購02,2021/07/01
038164,榮運元大13購03,2021/07/01
038165,榮運元大13購04,2021/07/01
038167,玉晶光元大15購01,2021/07/01
03816P,台灣50凱基18售06,2022/01/10
038173,安集元大13購01,2021/07/01
03817P,台積電凱基17售14,2022/01/10
03818P,大立光凱基17售08,2022/01/10
038195,元金2X群益13購01,2021/07/02
038196,佳格群益12購01,2021/07/02
03819P,大立光凱基19售05,2022/01/10
038200,大成鋼群益12購03,2021/07/02
038201,大成鋼群益12購04,2021/07/02
038202,仲琦群益12購01,2021/07/02
03820P,聯發科統一17售05,2022/01/10
038211,昇陽半群益14購01,2021/07/02
038213,中鋼國泰13購02,2021/07/02
038214,燁輝國泰13購02,2021/07/02
038215,大成鋼國泰13購03,2021/07/02
038216,新光鋼國泰13購01,2021/07/02
038217,新光鋼國泰13購02,2021/07/02
038218,允強國泰13購02,2021/07/02
038219,旺宏國泰13購02,2021/07/02
03821P,台灣50國票17售04,2022/01/10
038220,聯發科國泰13購03,2021/07/02
038221,榮運國泰13購02,2021/07/02
038222,榮運國泰13購03,2021/07/02
038223,亞光國泰13購01,2021/07/02
038224,玉晶光國泰13購01,2021/07/02
038225,台郡國泰13購01,2021/07/02
038226,寶成國泰13購01,2021/07/02
038227,岱宇元大12購01,2021/07/02
038228,正隆元大12購01,2021/07/02
03822P,台積電國票17售08,2022/01/10
038230,東鋼元大14購01,2021/07/02
038232,燁輝元大14購01,2021/07/02
038235,新光鋼元大12購01,2021/07/02
038236,新光鋼元大14購01,2021/07/02
038237,允強元大13購01,2021/07/02
038239,友達元大13購03,2021/07/02
03823P,台積電國票18售06,2022/01/10
038241,晶技元大12購02,2021/07/02
038246,GIS元大12購01,2021/07/02
038247,上証2X凱基12購04,2021/07/02
038249,滬深2X凱基13購01,2021/07/02
03824P,臺股指國票17售11,2022/01/10
038250,道瓊反凱基13購01,2021/07/02
038251,佳格凱基14購01,2021/07/02
038252,中砂凱基14購01,2021/07/02
038255,大成鋼凱基15購02,2021/07/02
038257,台積電凱基13購06,2021/07/02
038258,台積電凱基17購01,2021/07/02
038259,致茂凱基14購01,2021/07/02
03825P,臺股指國票17售12,2022/01/10
038260,盟立凱基14購01,2021/07/02
038261,榮運凱基14購01,2021/07/02
038262,榮運凱基15購02,2021/07/02
038264,全漢凱基14購01,2021/07/02
038265,科嘉凱基14購01,2021/07/02
038266,大成鋼第一17購01,2021/07/02
038268,直得元富12購01,2021/07/02
038269,美時元富17購01,2021/07/02
03826P,臺股指國票18售08,2022/01/10
038271,國泰金元富17購01,2021/07/02
038272,明泰元富17購01,2021/07/02
038273,新唐元富14購01,2021/07/02
038277,國巨富邦13購03,2021/07/02
038278,嘉晶富邦13購01,2021/07/02
038279,健策富邦13購01,2021/07/02
03827P,台驊控元富17售01,2022/01/10
038282,強茂國泰13購01,2021/07/05
03828P,大立光元富1A售02,2022/01/10
038299,華新群益12購01,2021/07/05
03829P,大立光元富1A售03,2022/01/10
038300,中鋼群益12購03,2021/07/05
038302,春源群益12購02,2021/07/05
038303,春源群益13購01,2021/07/05
038304,燁輝群益14購01,2021/07/05
038305,大成鋼群益12購05,2021/07/05
038306,大成鋼群益13購02,2021/07/05
038307,大成鋼群益15購01,2021/07/05
03830P,欣興元富17售07,2022/01/10
038310,致茂群益14購01,2021/07/05
038312,強茂群益13購02,2021/07/05
038313,大立光群益12購03,2021/07/05
038316,台郡群益13購01,2021/07/05
038317,啟碁群益13購01,2021/07/05
038318,中鋼第一17購01,2021/07/05
038319,東鋼第一17購01,2021/07/05
03831P,臺股指麥證17售06,2022/01/10
038320,恆大凱基14購01,2021/07/05
038321,直得凱基14購01,2021/07/05
038322,中鋼凱基15購01,2021/07/05
038323,東鋼凱基15購01,2021/07/05
038324,第一銅凱基15購01,2021/07/05
038325,春源凱基15購01,2021/07/05
038326,燁輝凱基15購01,2021/07/05
038327,大成鋼凱基15購03,2021/07/05
038328,允強凱基15購01,2021/07/05
03832P,臺股指麥證17售07,2022/01/10
038330,鼎元凱基14購01,2021/07/05
038331,強茂凱基12購01,2021/07/05
038332,威強電凱基14購01,2021/07/05
038333,和鑫凱基14購01,2021/07/05
038334,日電貿凱基14購01,2021/07/05
038335,聯鈞凱基14購01,2021/07/05
038336,達邁凱基14購01,2021/07/05
038337,麗豐凱基14購01,2021/07/05
038338,康普凱基15購01,2021/07/05
038339,鼎炫凱基14購01,2021/07/05
03833P,鴻海富邦17售02,2022/01/10
038344,台積電元富17購01,2021/07/05
038345,鴻準元富17購01,2021/07/05
038346,強茂元富12購01,2021/07/05
038347,強茂元富12購02,2021/07/05
038348,強茂元富12購03,2021/07/05
03834P,A50正2元富21售01,2022/01/11
038350,瑞祺元富13購01,2021/07/05
038351,瑞祺元富14購01,2021/07/05
038352,瑞祺元富14購02,2021/07/05
038353,明基材元富12購01,2021/07/05
03835P,台灣50國票17售05,2022/01/11
038361,台泥富邦13購01,2021/07/05
038362,東鋼富邦13購01,2021/07/05
038363,燁輝富邦13購02,2021/07/05
038364,大成鋼富邦13購02,2021/07/05
038365,強茂富邦13購01,2021/07/05
038367,台玻元大12購03,2021/07/05
03836P,台積電國票17售09,2022/01/11
038371,大成鋼元大15購01,2021/07/05
038372,允強元大12購02,2021/07/05
038375,致茂元大14購01,2021/07/05
038376,致茂元大15購01,2021/07/05
038377,微星元大12購01,2021/07/05
038379,強茂元大12購02,2021/07/05
03837P,臺股指國票18售09,2022/01/11
038380,強茂元大13購01,2021/07/05
038383,亞光元大12購01,2021/07/05
038384,亞光元大12購02,2021/07/05
038385,信邦元大15購01,2021/07/05
038387,玉晶光元大15購02,2021/07/05
038388,日月光元大12購01,2021/07/05
03838P,臺股指國票19售05,2022/01/11
038390,矽格元大12購01,2021/07/05
038391,惠特元大15購01,2021/07/05
038392,昇陽半元大15購01,2021/07/05
038394,南電元大12購03,2021/07/05
038395,巨大元大14購01,2021/07/05
038396,巨大元大15購01,2021/07/05
03839P,鴻海群益17售07,2022/01/11
038405,矽格凱基15購01,2021/07/06
038408,台苯兆豐13購01,2021/07/06
038409,國巨兆豐12購02,2021/07/06
03840P,友達群益17售05,2022/01/11
038410,智邦兆豐14購01,2021/07/06
038411,友達兆豐12購01,2021/07/06
038412,華新科兆豐14購01,2021/07/06
038414,國喬國泰13購01,2021/07/06
038415,中石化國泰13購01,2021/07/06
038416,中鋼國泰14購01,2021/07/06
038417,東鋼國泰13購01,2021/07/06
038418,春雨國泰13購01,2021/07/06
038419,盛餘國泰13購01,2021/07/06
03841P,惠特元大17售04,2022/01/11
038420,盛餘國泰13購02,2021/07/06
038421,允強國泰13購03,2021/07/06
038422,菱生國泰13購01,2021/07/06
038423,大榮國泰13購01,2021/07/06
038424,元晶國泰13購01,2021/07/06
038425,統一實國泰13購01,2021/07/06
038428,卜蜂元大12購01,2021/07/06
03842P,國巨凱基17售06,2022/01/11
038431,勝一元大12購01,2021/07/06
038433,春雨元大12購01,2021/07/06
038435,燁輝元大12購03,2021/07/06
038438,盛餘元大13購01,2021/07/06
03843P,聯詠凱基17售05,2022/01/11
038443,菱生元大12購01,2021/07/06
038446,大榮元大12購01,2021/07/06
038449,台勝科元大13購01,2021/07/06
03844P,長榮凱基21售04,2022/01/12
038452,元晶元大13購01,2021/07/06
038454,力鵬元富12購01,2021/07/06
038455,力鵬元富12購02,2021/07/06
038456,力鵬元富12購03,2021/07/06
038457,春源元富12購01,2021/07/06
038458,春源元富12購02,2021/07/06
038459,春源元富12購03,2021/07/06
03845P,聯發科元富17售02,2022/01/12
038460,鴻海元富14購01,2021/07/06
038461,國巨元富14購01,2021/07/06
038462,台積電元富14購01,2021/07/06
038466,大榮元富12購01,2021/07/06
038467,大榮元富12購02,2021/07/06
038468,康普元富12購01,2021/07/06
038469,康普元富12購02,2021/07/06
03846P,鴻海康和19售02,2022/01/12
038471,春雨康和12購01,2021/07/06
038478,中鋼麥證15購01,2021/07/06
038479,台積電麥證13購01,2021/07/06
03847P,台積電康和1A售01,2022/01/12
03848P,聯發科康和18售03,2022/01/12
03849P,富采康和17售01,2022/01/12
03850P,上証2X元大17售02,2022/01/12
03851P,滬深2X元大17售03,2022/01/12
03852P,旺宏元大17售05,2022/01/12
038536,盛餘富邦13購01,2021/07/06
038537,偉詮電富邦13購01,2021/07/06
038538,創見富邦13購01,2021/07/06
03853P,聯發科元大1B售02,2022/01/12
038545,義隆兆豐14購01,2021/07/07
038547,臻鼎兆豐14購01,2021/07/07
038548,台玻國泰13購02,2021/07/07
038549,偉詮電國泰13購02,2021/07/07
03854P,萬海元大17售03,2022/01/12
038550,華新科國泰13購01,2021/07/07
038551,矽格國泰13購01,2021/07/07
038552,矽格國泰13購02,2021/07/07
038553,同欣電國泰13購01,2021/07/07
038554,台表科國泰13購01,2021/07/07
038555,長榮航第一17購01,2021/07/07
03855P,大立光元大17售16,2022/01/12
038563,友達凱基12購02,2021/07/07
038565,強茂凱基13購01,2021/07/07
038566,華新科凱基13購02,2021/07/07
038567,大榮凱基12購01,2021/07/07
038568,群創凱基12購04,2021/07/07
038569,聚鼎凱基12購01,2021/07/07
03856P,大立光元大1A售03,2022/01/12
038571,元晶凱基12購01,2021/07/07
038572,亞聚康和12購01,2021/07/07
038573,中纖康和12購01,2021/07/07
038576,宏碁富邦13購01,2021/07/07
038577,同欣電富邦13購02,2021/07/07
03857P,台積電國泰19售08,2022/01/13
038586,上証2X群益12購01,2021/07/07
038587,華夏群益13購01,2021/07/07
038588,亞聚群益13購01,2021/07/07
038589,台苯群益12購01,2021/07/07
03858P,華航群益17售02,2022/01/13
038590,國喬群益13購01,2021/07/07
038591,台肥群益12購01,2021/07/07
038592,士紙群益12購01,2021/07/07
038594,春雨群益12購01,2021/07/07
038595,春雨群益14購01,2021/07/07
038598,燁輝群益14購02,2021/07/07
038599,燁輝群益15購01,2021/07/07
03859P,大眾控群益17售01,2022/01/13
038600,聯電群益15購01,2021/07/07
038602,台積電群益13購01,2021/07/07
038604,長榮航群益12購03,2021/07/07
038605,大立光群益12購04,2021/07/07
038607,康普群益13購01,2021/07/07
038608,矽格群益12購01,2021/07/07
03860P,萬海凱基19售03,2022/01/13
038611,元晶群益13購01,2021/07/07
038614,美指2X元大14購01,2021/07/07
038616,燁輝元大13購01,2021/07/07
038617,友訊元大12購01,2021/07/07
038619,旺宏元大12購01,2021/07/07
03861P,臺股指凱基18售20,2022/01/13
038621,日月光元大12購02,2021/07/07
038622,康普元大13購01,2021/07/07
038627,安普新元大13購01,2021/07/07
038628,臺股指元大13購11,2021/07/07
038629,臺股指元大13購12,2021/07/07
03862P,臺股指凱基18售21,2022/01/13
038630,臺股指元大13購13,2021/07/07
038631,臺股指元大13購14,2021/07/07
038632,T50反1元富14購01,2021/07/07
038633,台聚元富14購01,2021/07/07
038636,燁輝元富14購01,2021/07/07
038637,燁輝元富17購01,2021/07/07
038638,鴻海元富14購02,2021/07/07
038639,國巨元富14購02,2021/07/07
03863P,台灣50元富17售06,2022/01/13
038640,台積電元富14購02,2021/07/07
038641,健和興元富14購01,2021/07/07
038642,景碩元富14購01,2021/07/07
038643,玉晶光元富14購01,2021/07/07
038644,偉詮電國泰13購03,2021/07/08
038645,強茂國泰13購02,2021/07/08
038646,健策國泰13購01,2021/07/08
038647,矽創國泰13購02,2021/07/08
03864P,滬深2X元富17售04,2022/01/13
038655,景碩中信12購01,2021/07/08
03865P,東森元大17售04,2022/01/13
03866P,大立光元大17售20,2022/01/13
038674,永豐餘群益13購01,2021/07/08
038675,春雨群益13購01,2021/07/08
038677,鴻海群益13購02,2021/07/08
03867P,大眾控元大17售01,2022/01/13
038682,順德群益13購02,2021/07/08
038684,強茂群益13購03,2021/07/08
038685,王品群益12購01,2021/07/08
038686,聯詠群益13購01,2021/07/08
038689,玉晶光群益13購04,2021/07/08
03868P,臺股指富邦18售01,2022/01/13
038692,康普群益14購01,2021/07/08
038695,南電群益13購01,2021/07/08
038696,東聯兆豐14購01,2021/07/08
038698,瑞儀兆豐13購01,2021/07/08
038699,元金2X凱基14購01,2021/07/08
03869P,臺股指富邦18售02,2022/01/13
038702,聯電凱基15購01,2021/07/08
038708,亞光凱基13購01,2021/07/08
03870P,台亞康和17售01,2022/01/14
038710,康普凱基13購01,2021/07/08
038711,矽格凱基12購01,2021/07/08
038712,台化富邦13購01,2021/07/08
038713,華新富邦13購01,2021/07/08
038714,上銀富邦13購01,2021/07/08
038715,台積電富邦14購04,2021/07/08
038716,欣興富邦13購01,2021/07/08
038719,台玻元大12購04,2021/07/08
03871P,鴻海凱基17售10,2022/01/14
038721,中鋼元大12購07,2021/07/08
038722,華邦電元大12購03,2021/07/08
038725,台光電元大14購01,2021/07/08
038727,偉詮電元大14購01,2021/07/08
038729,強茂元大14購01,2021/07/08
03872P,東森凱基17售02,2022/01/14
038731,欣興元大12購02,2021/07/08
038733,康普元大12購01,2021/07/08
038734,新唐元大12購01,2021/07/08
038735,祥碩元大14購01,2021/07/08
038737,台聚元富14購03,2021/07/08
038738,台聚元富14購04,2021/07/08
03873P,大眾控凱基17售04,2022/01/14
038740,鴻海元富14購03,2021/07/08
038741,國巨元富14購03,2021/07/08
038742,台積電元富14購04,2021/07/08
038743,光罩元富14購01,2021/07/08
038744,威盛元富14購01,2021/07/08
038745,強茂元富12購04,2021/07/08
038746,晶技元富14購01,2021/07/08
038747,健策元富13購01,2021/07/08
038748,康普元富12購03,2021/07/08
03874P,緯穎凱基17售02,2022/01/14
038750,國喬國泰13購02,2021/07/09
038751,東鹼國泰13購01,2021/07/09
038752,榮成國泰13購01,2021/07/09
038753,聯發科國泰13購04,2021/07/09
038754,長榮航國泰13購02,2021/07/09
038755,王品國泰13購02,2021/07/09
038756,台塑中信12購01,2021/07/09
038757,聯電中信12購01,2021/07/09
038758,國巨中信12購01,2021/07/09
03875P,台積電元大17售24,2022/01/14
038764,聯陽元富12購01,2021/07/09
038765,台勝科元富14購01,2021/07/09
038766,元晶元富14購01,2021/07/09
038769,台灣50凱基12購02,2021/07/09
03876P,台積電元大17售25,2022/01/14
038770,A50正2凱基12購01,2021/07/09
038771,元金2X凱基14購02,2021/07/09
038772,SGBR2X凱基13購02,2021/07/09
038775,台玻凱基13購01,2021/07/09
038776,東鋼凱基13購01,2021/07/09
038777,光罩凱基13購01,2021/07/09
03877P,長榮元大17售23,2022/01/14
038780,欣興凱基12購03,2021/07/09
038787,中鋼群益15購01,2021/07/09
038789,聯電群益14購01,2021/07/09
03878P,萬海元大17售04,2022/01/14
038790,鴻海群益14購01,2021/07/09
038791,台積電群益15購01,2021/07/09
038797,欣興群益13購01,2021/07/09
038799,景碩群益12購02,2021/07/09
03879P,富邦金元大17售03,2022/01/14
038802,統一實群益12購01,2021/07/09
038807,台灣50元大13購04,2021/07/09
038808,台灣50元大13購05,2021/07/09
03880P,國泰金元大17售04,2022/01/14
038811,東鹼元大12購01,2021/07/09
038815,國巨元大14購02,2021/07/09
038816,台積電元大12購01,2021/07/09
038817,台積電元大14購01,2021/07/09
03881P,晶心科元大17售06,2022/01/14
038820,長榮航元大12購03,2021/07/09
038821,長榮航元大14購01,2021/07/09
038822,王品元大13購01,2021/07/09
038826,界霖元大14購01,2021/07/09
038828,聚鼎元大12購01,2021/07/09
038829,矽格元大13購01,2021/07/09
03882P,鴻海國票19售02,2022/01/14
038831,國喬麥證12購01,2021/07/09
038832,中石化麥證13購01,2021/07/09
038835,中鋼麥證13購01,2021/07/09
038837,聯電麥證13購01,2021/07/09
038838,鴻海麥證13購01,2021/07/09
038839,台積電麥證13購02,2021/07/09
03883P,台光電國票18售01,2022/01/14
038840,華碩麥證12購01,2021/07/09
038842,聯發科麥證14購01,2021/07/09
038844,新唐麥證12購01,2021/07/09
038846,矽創麥證12購01,2021/07/09
038847,新纖富邦13購01,2021/07/09
038848,聯電富邦13購04,2021/07/09
038849,友達富邦13購02,2021/07/09
03884P,偉詮電國票18售02,2022/01/14
038850,聯發科富邦16購02,2021/07/09
038851,義隆富邦13購01,2021/07/09
038852,智原富邦13購01,2021/07/09
038853,新唐富邦13購01,2021/07/09
038854,南茂富邦13購01,2021/07/09
038855,台聚國泰13購01,2021/07/12
038856,永豐餘國泰13購01,2021/07/12
038857,國巨國泰13購03,2021/07/12
038858,光罩國泰13購01,2021/07/12
038859,聯詠國泰13購01,2021/07/12
03885P,聯發科國票17售06,2022/01/14
038860,康普國泰13購01,2021/07/12
038861,國巨中信12購02,2021/07/12
038864,新唐中信12購01,2021/07/12
038865,南電中信14購01,2021/07/12
038868,國巨凱基17購01,2021/07/12
038869,台積電凱基13購07,2021/07/12
03886P,華新科國票18售02,2022/01/14
038870,旺宏凱基15購01,2021/07/12
038875,新唐凱基13購01,2021/07/12
038877,天鈺凱基13購01,2021/07/12
038878,乙盛凱基12購02,2021/07/12
038879,國巨第一17購01,2021/07/12
03887P,聯電富邦17售02,2022/01/14
038880,聯詠第一17購01,2021/07/12
038881,聯電兆豐13購01,2021/07/12
038882,鴻海兆豐13購02,2021/07/12
038887,玉晶光兆豐13購01,2021/07/12
03888P,台表科富邦17售01,2022/01/14
03889P,長榮群益18售10,2022/01/17
038901,道瓊銅群益15購01,2021/07/12
038902,台玻群益14購01,2021/07/12
038903,榮成群益13購02,2021/07/12
038904,聯電群益13購04,2021/07/12
038905,鴻海群益12購03,2021/07/12
038906,台積電群益13購02,2021/07/12
038907,晶華群益12購02,2021/07/12
038909,智原群益14購01,2021/07/12
03890P,台驊控群益19售01,2022/01/17
038913,南電群益13購02,2021/07/12
038917,A50正2元富14購01,2021/07/12
038918,豐興元富14購01,2021/07/12
038919,台積電元富14購05,2021/07/12
03891P,聯發科富邦19售03,2022/01/17
038920,光罩元富14購02,2021/07/12
038921,英業達元富14購01,2021/07/12
038922,景碩元富14購04,2021/07/12
038923,創意元富14購01,2021/07/12
038929,東鋼麥證12購01,2021/07/12
03892P,T50反1元富1A售02,2022/01/17
038932,京元電麥證12購01,2021/07/12
038939,台郡麥證12購01,2021/07/12
03893P,國巨元富17售12,2022/01/17
038944,台苯元大12購01,2021/07/12
03894P,國泰金元富17售02,2022/01/17
038950,國巨元大14購03,2021/07/12
038951,光磊元大13購01,2021/07/12
038956,鉅祥元大12購01,2021/07/12
03895P,微星國票18售01,2022/01/17
038963,矽格元大12購02,2021/07/12
038964,台郡元大12購01,2021/07/12
038965,同欣電元大14購01,2021/07/12
038966,矽創元大12購02,2021/07/12
038967,南電元大12購04,2021/07/12
038968,臺股指元大13購20,2021/07/12
038969,臺股指元大13購21,2021/07/12
03896P,聯發科國票18售02,2022/01/17
038970,臺股指元大13購22,2021/07/12
038971,T50反1國票12購03,2021/07/12
038972,T50反1國票13購02,2021/07/12
038973,T50反1國票14購01,2021/07/12
038974,中砂國票12購01,2021/07/12
038975,台玻國票12購01,2021/07/12
038976,榮成國票12購01,2021/07/12
038977,中鋼構國票12購01,2021/07/12
038978,光罩國票12購01,2021/07/12
038979,金像電國票12購01,2021/07/12
03897P,東森國票17售02,2022/01/17
038982,王品國票12購01,2021/07/12
038983,奇鋐國票12購01,2021/07/12
038984,景碩國票12購03,2021/07/12
038985,元翎國票12購01,2021/07/12
038986,康普國票12購01,2021/07/12
038988,同欣電國票12購02,2021/07/12
038989,啟碁國票12購01,2021/07/12
03898P,大立光國票18售02,2022/01/17
038990,南電國票12購01,2021/07/12
038993,億光富邦13購01,2021/07/12
038995,樺漢富邦13購01,2021/07/12
038999,友達國泰14購01,2021/07/13
03899P,新唐國票18售02,2022/01/17
039000,全新國泰13購01,2021/07/13
039001,玉晶光國泰13購02,2021/07/13
039002,玉晶光國泰13購03,2021/07/13
039003,TPK國泰13購01,2021/07/13
03900P,緯穎國票18售01,2022/01/17
03901P,矽創國票18售01,2022/01/17
039023,聯詠兆豐13購01,2021/07/13
039024,帆宣兆豐13購01,2021/07/13
039026,鴻海凱基13購07,2021/07/13
039027,鴻海凱基13購08,2021/07/13
039028,台積電凱基12購04,2021/07/13
039029,興勤凱基12購01,2021/07/13
03902P,台積電元大1C售01,2022/01/17
039030,聯發科凱基17購01,2021/07/13
039031,立隆電凱基12購01,2021/07/13
039033,晶華凱基12購01,2021/07/13
039034,潤泰全凱基14購01,2021/07/13
039036,聯詠凱基15購01,2021/07/13
039037,智原凱基13購01,2021/07/13
03903P,聯詠元大17售05,2022/01/17
039040,南茂凱基12購01,2021/07/13
039041,潤泰新凱基13購01,2021/07/13
039042,SGBR2X群益13購01,2021/07/13
039043,力鵬群益13購01,2021/07/13
039044,中鋼群益14購02,2021/07/13
039049,景碩群益12購03,2021/07/13
03904P,辛耘元大17售01,2022/01/17
039050,群創群益15購01,2021/07/13
039056,矽創群益15購01,2021/07/13
039058,臺股指群益13購01,2021/07/13
039059,T50正2元大13購01,2021/07/13
03905P,泰鼎元大17售06,2022/01/17
039060,T50反1元大14購01,2021/07/13
039062,臺指反元大14購01,2021/07/13
039063,臺指反元大14購02,2021/07/13
039065,榮成元大12購01,2021/07/13
039067,中鋼元大12購08,2021/07/13
039069,為升元大12購01,2021/07/13
03906P,T50正2凱基1A售03,2022/01/17
039072,宏碁元大14購01,2021/07/13
039075,興勤元大12購01,2021/07/13
039077,智原元大13購01,2021/07/13
039079,欣興元大14購02,2021/07/13
03907P,台光電凱基17售04,2022/01/17
039081,景碩元大13購02,2021/07/13
039083,淳安元大12購01,2021/07/13
039084,長華元大12購01,2021/07/13
039086,潤泰新元大12購01,2021/07/13
03908P,富邦金凱基17售03,2022/01/17
039091,智原元富12購03,2021/07/13
039092,台勝科元富17購01,2021/07/13
039099,佳世達麥證12購01,2021/07/13
03909P,國泰金凱基17售03,2022/01/17
039100,宏碁麥證12購01,2021/07/13
039103,智原麥證12購01,2021/07/13
039105,光磊國票12購01,2021/07/13
039108,潤泰全國票12購01,2021/07/13
039109,智原國票12購01,2021/07/13
03910P,泰鼎國票18售02,2022/01/18
039112,新唐國票12購01,2021/07/13
039113,界霖國票12購01,2021/07/13
039114,矽格國票12購01,2021/07/13
039115,台郡國票12購01,2021/07/13
039117,惠特國票12購01,2021/07/13
039119,國巨富邦13購04,2021/07/13
03911P,大立光凱基21售02,2022/01/18
039124,欣興兆豐14購01,2021/07/14
039126,T50反1中信13購04,2021/07/14
039127,S&P反1中信13購01,2021/07/14
039128,S&P反1中信14購01,2021/07/14
039129,臺指反中信13購01,2021/07/14
03912P,玉晶光凱基17售04,2022/01/18
039136,新唐中信12購02,2021/07/14
039137,春源國泰13購01,2021/07/14
039138,王品國泰13購03,2021/07/14
039139,大立光國泰13購02,2021/07/14
03913P,泰鼎凱基19售01,2022/01/18
039140,大立光國泰13購03,2021/07/14
039141,聯陽國泰13購01,2021/07/14
039142,智原國泰13購01,2021/07/14
039143,新唐國泰13購01,2021/07/14
039145,T50反1群益13購01,2021/07/14
039146,勝一群益12購01,2021/07/14
039147,台積電群益12購06,2021/07/14
039148,華邦電群益12購02,2021/07/14
039149,友達群益13購01,2021/07/14
03914P,台肥元富17售01,2022/01/18
039151,智原群益13購01,2021/07/14
039152,智原群益14購02,2021/07/14
039153,晶技群益12購02,2021/07/14
039155,新唐群益14購01,2021/07/14
039156,界霖群益13購01,2021/07/14
03915P,同欣電元富17售02,2022/01/18
039161,喬山凱基12購01,2021/07/14
039165,聯茂凱基12購01,2021/07/14
039166,矽格凱基13購01,2021/07/14
039167,台郡凱基13購02,2021/07/14
03916P,台灣50麥證17售02,2022/01/18
039176,台玻元大14購01,2021/07/14
039179,中鋼元大14購01,2021/07/14
03917P,台積電台新17售03,2022/01/18
039182,聯電元大14購02,2021/07/14
039185,台積電元大14購02,2021/07/14
039187,華邦電元大14購01,2021/07/14
03918P,鴻海元大17售10,2022/01/18
039192,友達元大14購01,2021/07/14
039193,聯發科元大14購02,2021/07/14
039194,聯發科元大14購03,2021/07/14
039197,長榮航元大13購05,2021/07/14
03919P,台積電元大17售26,2022/01/18
039204,群創元大14購01,2021/07/14
03920P,長榮元大17售26,2022/01/18
039211,A50正2元富14購02,2021/07/14
039213,美指2X元富17購01,2021/07/14
039215,台積電元富14購06,2021/07/14
039217,智原元富12購04,2021/07/14
